ID-Produto,Produto,Categoria,Segmento,Fabricante,Loja,Cidade,Estado,Vendedor,ID-Vendedor,Data Venda,ValorVenda,pre�o Custo,,
SKU-0000296,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,23/04/18,1402,2,883,39
SKU-0000446,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,23/04/18,1402,2,883,39
SKU-0000327,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/05/18,1402,2,883,39
SKU-0000327,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/05/18,1402,2,883,39
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,01/05/18,4558,86,2872,8
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,01/05/18,4558,86,2872,8
SKU-0000327,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/05/18,1402,2,883,39
SKU-0000327,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/05/18,1402,2,883,39
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,09/05/18,4558,86,2872,8
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,09/05/18,4558,86,2872,8
SKU-0000328,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/06/18,1402,2,883,39
SKU-0000174,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/06/18,4558,86,2872,8
SKU-0000328,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/06/18,1402,2,883,39
SKU-0000174,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,09/06/18,4558,86,2872,8
SKU-0000329,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/07/18,1402,2,883,39
SKU-0000329,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/07/18,1402,2,883,39
SKU-0000175,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/07/18,4558,86,2872,8
SKU-0000175,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/07/18,4558,86,2872,8
SKU-0000329,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/07/18,1402,2,883,39
SKU-0000175,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,09/07/18,4558,86,2872,8
SKU-0000302,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Andr� Pereira,1002,21/07/18,1402,2,883,39
SKU-0000452,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,21/07/18,1402,2,883,39
SKU-0000452,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,29/07/18,1402,2,883,39
SKU-0000302,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1002,29/07/18,1402,2,883,39
SKU-0000330,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/08/18,1402,2,883,39
SKU-0000176,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,01/08/18,4558,86,2872,8
SKU-0000330,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/08/18,1402,2,883,39
SKU-0000330,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/08/18,1402,2,883,39
SKU-0000176,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,09/08/18,4558,86,2872,8
SKU-0000176,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,09/08/18,4558,86,2872,8
SKU-0000331,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/09/18,1402,2,883,39
SKU-0000177,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/09/18,4558,86,2872,8
SKU-0000331,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/09/18,1402,2,883,39
SKU-0000177,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,09/09/18,4558,86,2872,8
SKU-0000177,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,09/09/18,4558,86,2872,8
SKU-0000178,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/10/18,1402,2,883,39
SKU-0000332,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/10/18,1402,2,883,39
SKU-0000178,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/10/18,1402,2,883,39
SKU-0000332,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/10/18,1402,2,883,39
SKU-0000178,Morotola Moto G5,Celulares,Dom�stico,Motorola,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,09/10/18,1402,2,883,39
SKU-0000332,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/10/18,1402,2,883,39
SKU-0000178,Morotola Moto G5,Celulares,Dom�stico,Motorola,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,09/10/18,1402,2,883,39
SKU-0000332,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/10/18,1402,2,883,39
SKU-0000179,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,01/11/18,1402,2,883,39
SKU-0000333,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/11/18,1402,2,883,39
SKU-0000179,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,09/11/18,1402,2,883,39
SKU-0000333,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/11/18,1402,2,883,39
SKU-0000179,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,09/11/18,1402,2,883,39
SKU-0000333,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/11/18,1402,2,883,39
SKU-0000305,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Andr� Pereira,1002,24/11/18,1402,2,883,39
SKU-0000455,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,F�bio Farias,1201,24/11/18,1402,2,883,39
SKU-0000305,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Andr� Pereira,1002,24/11/18,1402,2,883,39
SKU-0000455,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,F�bio Farias,1201,24/11/18,1402,2,883,39
SKU-0000180,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,01/12/18,1402,2,883,39
SKU-0000334,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/12/18,1402,2,883,39
SKU-0000305,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Jorge Paz,8803,02/12/18,1402,2,883,39
SKU-0000455,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,F�bio Farias,1201,02/12/18,1402,2,883,39
SKU-0000180,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,09/12/18,1402,2,883,39
SKU-0000334,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,09/12/18,1402,2,883,39
SKU-0000142,Sony Experia XA,Celulares,Dom�stico,Sony,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,07/01/19,824,82,519,64
SKU-0000142,Sony Experia XA,Celulares,Dom�stico,Sony,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,11/01/19,824,82,519,64
SKU-0000335,Morotola Moto G5,Celulares,Dom�stico,Motorola,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,24/01/19,1451,4,914,38
SKU-0000335,Morotola Moto G5,Celulares,Dom�stico,Motorola,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,13/02/19,1451,4,914,38
SKU-0000335,Morotola Moto G5,Celulares,Dom�stico,Motorola,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,13/02/19,1451,4,914,38
SKU-0000335,Morotola Moto G5,Celulares,Dom�stico,Motorola,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,17/02/19,1451,4,914,38
SKU-0000335,Morotola Moto G5,Celulares,Dom�stico,Motorola,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,17/02/19,1451,4,914,38
SKU-0000296,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,18/02/19,1451,4,914,38
SKU-0000296,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,18/02/19,1451,4,914,38
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,25/02/19,4718,82,2972,86
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,25/02/19,4718,82,2972,86
SKU-0000176,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Artur Moreira,1004,26/02/19,4718,82,2972,86
SKU-0000179,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,27/02/19,1451,4,914,38
SKU-0000180,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Artur Moreira,1004,28/02/19,1451,4,914,38
SKU-0000327,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/03/19,1451,4,914,38
SKU-0000328,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,02/03/19,1451,4,914,38
SKU-0000329,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,03/03/19,1451,4,914,38
SKU-0000330,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,04/03/19,1451,4,914,38
SKU-0000331,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,05/03/19,1451,4,914,38
SKU-0000332,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,06/03/19,1451,4,914,38
SKU-0000333,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,07/03/19,1451,4,914,38
SKU-0000334,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,08/03/19,1451,4,914,38
SKU-0000170,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,24/03/19,4718,82,2972,86
SKU-0000174,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,30/03/19,4718,82,2972,86
SKU-0000174,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,30/03/19,4718,82,2972,86
SKU-0000175,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,31/03/19,4718,82,2972,86
SKU-0000175,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,31/03/19,4718,82,2972,86
SKU-0000177,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,01/04/19,4718,82,2972,86
SKU-0000177,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,01/04/19,4718,82,2972,86
SKU-0000178,Morotola Moto G5,Celulares,Dom�stico,Motorola,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,02/04/19,1451,4,914,38
SKU-0000178,Morotola Moto G5,Celulares,Dom�stico,Motorola,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,02/04/19,1451,4,914,38
SKU-0000158,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Josias Silva,1006,17/04/19,4718,82,2972,86
SKU-0000326,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,20/04/19,1451,4,914,38
SKU-0000327,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,21/04/19,1451,4,914,38
SKU-0000328,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,22/04/19,1451,4,914,38
SKU-0000328,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,22/04/19,1451,4,914,38
SKU-0000329,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,23/04/19,1451,4,914,38
SKU-0000329,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,23/04/19,1451,4,914,38
SKU-0000330,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,24/04/19,1451,4,914,38
SKU-0000330,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,24/04/19,1451,4,914,38
SKU-0000331,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,25/04/19,1451,4,914,38
SKU-0000331,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,25/04/19,1451,4,914,38
SKU-0000332,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,26/04/19,1451,4,914,38
SKU-0000332,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,26/04/19,1451,4,914,38
SKU-0000333,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,27/04/19,1451,4,914,38
SKU-0000333,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,27/04/19,1451,4,914,38
SKU-0000334,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,28/04/19,1451,4,914,38
SKU-0000334,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,28/04/19,1451,4,914,38
SKU-0000294,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Josias Silva,1006,03/05/19,1451,4,914,38
SKU-0000294,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Josias Silva,1006,03/05/19,1451,4,914,38
SKU-0000155,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,04/05/19,4718,82,2972,86
SKU-0000155,Samsung Galaxy 8,Celulares,Corporativo,Samsung,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,04/05/19,4718,82,2972,86
SKU-0000444,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Josias Silva,1006,09/05/19,1451,4,914,38
SKU-0000171,Samsung Galaxy 8,Celulares,Corporativo,Samsung,JB6325,Jaboat�o dos Guararapes,Pernambuco,Gustavo Lima,1002,14/05/19,4718,82,2972,86
SKU-0000172,Samsung Galaxy 8,Celulares,Corporativo,Samsung,JB6325,Jaboat�o dos Guararapes,Pernambuco,Gustavo Lima,6301,15/05/19,4718,82,2972,86
SKU-0000444,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Josias Silva,1006,17/05/19,1451,4,914,38
SKU-0000176,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Aline Sutter,1008,10/06/19,4718,82,2972,86
SKU-0000296,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Aline Sutter,1008,16/06/19,1451,4,914,38
SKU-0000158,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Josias Silva,1006,21/06/19,4718,82,2972,86
SKU-0000181,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Aline Sutter,1008,22/06/19,1451,4,914,38
SKU-0000155,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Aline Sutter,1009,03/07/19,4718,82,2972,86
SKU-0000446,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,07/07/19,1451,4,914,38
SKU-0000452,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,08/07/19,1451,4,914,38
SKU-0000158,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Josias Silva,1006,11/07/19,4718,82,2972,86
SKU-0000446,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,15/07/19,1451,4,914,38
SKU-0000452,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,16/07/19,1451,4,914,38
SKU-0000179,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Josias Silva,1006,24/07/19,1451,4,914,38
SKU-0000159,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Josias Silva,1006,04/08/19,4718,82,2972,86
SKU-0000302,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Marcos Paulo,1002,08/08/19,1451,4,914,38
SKU-0000159,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Marcos Paulo,1002,10/08/19,4718,82,2972,86
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Marcos Paulo,1002,11/08/19,4718,82,2972,86
SKU-0000001,LG K10 TV Power,Celulares,Corporativo,LG,R1296,Recife,Pernambuco,Aline Sutter,1009,12/08/19,801,22,504,77
SKU-0000305,Morotola Moto G5,Celulares,Dom�stico,Motorola,JP8825,Jo�o Pessoa,Para�ba,Jorge Paz,8803,12/08/19,1451,4,914,38
SKU-0000181,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Marcos Paulo,1002,12/08/19,1451,4,914,38
SKU-0000148,Samsung Galaxy 8,Celulares,Corporativo,Samsung,JP8825,Jo�o Pessoa,Para�ba,Lucas paiva,8804,15/08/19,4718,82,2972,86
SKU-0000455,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,F�bio Farias,1201,26/08/19,1451,4,914,38
SKU-0000171,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,31/08/19,4718,82,2972,86
SKU-0000172,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/09/19,4718,82,2972,86
SKU-0000455,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,F�bio Farias,1201,02/09/19,1451,4,914,38
SKU-0000174,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,02/09/19,4718,82,2972,86
SKU-0000175,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,03/09/19,4718,82,2972,86
SKU-0000177,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Andr� Pereira,1002,04/09/19,4718,82,2972,86
SKU-0000178,Morotola Moto G5,Celulares,Dom�stico,Motorola,R1296,Recife,Pernambuco,Andr� Pereira,1002,05/09/19,1451,4,914,38
SKU-0000309,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,Pablo Silva,1202,07/09/19,1451,4,914,38
SKU-0000311,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,Pablo Silva,1202,08/09/19,1451,4,914,38
SKU-0000312,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,Pablo Silva,1202,09/09/19,1451,4,914,38
SKU-0000313,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,Pablo Silva,1202,10/09/19,1451,4,914,38
SKU-0000314,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,Pablo Silva,1202,11/09/19,1451,4,914,38
SKU-0000324,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,Pablo Silva,1202,13/09/19,1451,4,914,38
SKU-0000325,Morotola Moto G5,Celulares,Dom�stico,Motorola,AL1312,Macei�,Alagoas,Pablo Silva,1202,14/09/19,1451,4,914,38
SKU-0000140,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,15/09/19,2240,82,1411,72
SKU-0000157,Samsung Galaxy 8,Celulares,Corporativo,Samsung,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,17/09/19,4718,82,2972,86
SKU-0000326,Morotola Moto G5,Celulares,Dom�stico,Motorola,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,31/12/19,1451,4,914,38
SKU-0000318,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,632,398,16,
SKU-0000036,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,1245,9,784,92
SKU-0000297,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Josias Silva,1203,01/11/14,1299,818,37,
SKU-0000298,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1205,01/11/14,1299,818,37,
SKU-0000318,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,632,398,16,
SKU-0000036,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,1245,9,784,92
SKU-0000297,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Josias Silva,1203,01/11/14,1299,818,37,
SKU-0000298,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1205,01/11/14,1299,818,37,
SKU-0000224,Grill,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Aline Sutter,1201,01/11/14,190,119,7,
SKU-0000065,Grill,Eletrodomestico,Dom�stico,Panasonic,R1296,Recife,Pernambuco,Mateus Gon�alves,1205,01/11/14,234,147,42,
SKU-0000224,Grill,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Aline Sutter,1201,01/11/14,190,119,7,
SKU-0000065,Grill,Eletrodomestico,Dom�stico,Panasonic,R1296,Recife,Pernambuco,Mateus Gon�alves,1205,01/11/14,234,147,42,
SKU-0000005,Lavadora 11 Kg,Eletrodomestico,Dom�stico,Electrolux,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,459,89,289,73
SKU-0000025,Lavadora 11 Kg,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,789,34,497,28
SKU-0000005,Lavadora 11 Kg,Eletrodomestico,Dom�stico,Electrolux,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,459,89,289,73
SKU-0000025,Lavadora 11 Kg,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Artur Moreira,1202,01/11/14,789,34,497,28
SKU-0000340,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Aline Sutter,1201,06/11/14,345,87,217,9
SKU-0000340,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Aline Sutter,1201,06/11/14,345,87,217,9
SKU-0000384,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1205,08/11/14,788,9,497,1
SKU-0000384,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1205,08/11/14,788,9,497,1
